"id","cate_id","food_name","alias_name","english_name","edible_part","water","energy","protein","fat","cholesterol","ash","carbohydrate","dietary_fiber","carotene","vitamin_a","vitamin_e","thiamin","riboflavin","niacin","vitamin_c","calcium","phosphorus","potassium","sodium","magnesium","iron","zinc","selenium","copper","manganese","iodine","sfa","mufa","pufa","fatty_acids_total"
"588","53","珍珠白蘑(干)","","","100%","12.1g","1294kJ","18.3g","0.7g","","12.6g","56.3g","","","","—","","0.02mg","","","24mg","28mg","284mg","4.4mg","","189.8mg","3.55mg","78.50μg","1.03mg","4.79mg","","—","—","—","—"
"589","53","榛蘑(干)[假蜜环菌]","","","77%","51.1g","841kJ","9.5g","3.7g","","3.8g","31.9g","","40.0μg","","—","0.01mg","0.69mg","7.50mg","","11mg","286mg","2493mg","51.3mg","109mg","25.1mg","6.79mg","2.60μg","1.45mg","4.13mg","","—","—","—","—"
"590","53","榛蘑(水发)","","","77%","85.6g","248kJ","2.8g","1.1g","","1.1g","9.4g","","","","—","","0.20mg","2.20mg","","3mg","84mg","732mg","15.1mg","32mg","7.4mg","1.99mg","0.80μg","0.43mg","1.21mg","","—","—","—","—"
"591","53","茶树菇(干)[柱状田头菇、油茶菇]","","","100%","12.2g","1304kJ","23.1g","2.6g","—","6.0g","56.1g","15.40g","Tr","0.0μg","—","0.32mg","1.48mg","39.39mg","—","4mg","908mg","2165mg","6.0mg","124mg","9.3mg","8.38mg","7.20μg","2.76mg","0.73mg","17.1μg","31.8%","9.7%","58.4%","99.9%"
"592","53","黄伞菇(干)[多脂鳞伞、黄丝菌]","","","100%","10.8g","1231kJ","22.8g","3.2g","—","5.7g","57.5g","28.10g","Tr","0.0μg","—","0.17mg","1.93mg","41.38mg","—","4mg","566mg","3128mg","6.4mg","96mg","7.6mg","5.58mg","13.60μg","5.39mg","0.67mg","12.6μg","15.3%","5.0%","79.4%","99.7%"
"593","53","鸡腿菇(干)[毛头鬼伞]","","","100%","10.8g","1239kJ","26.7g","2.0g","—","8.7g","51.8g","18.80g","—","0.0μg","—","0.14mg","1.79mg","24.99mg","—","9mg","764mg","4053mg","68.2mg","119mg","6.5mg","3.95mg","15.40μg","1.40mg","0.72mg","—","—","—","—","—"
"594","53","鸡枞(干)","","","100%","13.6g","1246kJ","32.8g","3.7g","—","5.1g","44.8g","23.30g","70.0μg","0.0μg","—","0.26mg","1.22mg","34.21mg","—","8mg","1005mg","1312mg","23.9mg","116mg","31.8mg","7.16mg","33.40μg","2.39mg","2.13mg","—","72.2%","27.9%","Tr","100.1%"
"595","53","鸡枞(油炸)[油鸡枞]","","","100%","16.5g","2708kJ","4.8g","66.3g","—","2.2g","10.2g","","Tr","—","—","0.03mg","0.24mg","9.20mg","—","28mg","232mg","367mg","1265.7mg","33mg","31.1mg","3.26mg","2.70μg","1.28mg","1.16mg","—","—","—","—","—"
"596","53","牛肝菌(白)[美味牛肝菌]","","","93%","90.2g","159kJ","4.0g","0.4g","—","0.9g","4.5g","","Tr","0.0μg","—","0.14mg","1.11mg","2.10mg","—","5mg","68mg","301mg","2.1mg","10mg","2.1mg","0.98mg","0.20μg","0.32mg","0.19mg","—","—","—","—","—"
"597","53","牛肝菌(白、干)[美味牛肝菌]","","","100%","11.6g","1244kJ","27.8g","1.6g","—","5.7g","53.3g","21.50g","108.0μg","0.0μg","—","0.32mg","1.72mg","43.08mg","—","2mg","528mg","1571mg","9.1mg","47mg","9.2mg","5.80mg","758.80μg","1.19mg","3.88mg","—","17.0%","47.2%","35.4%","99.6%"
"598","53","牛肝菌(黑)[铜色牛肝菌]","","","95%","90.6g","150kJ","3.6g","0.2g","—","0.8g","4.8g","","Tr","0.0μg","—","0.07mg","0.31mg","6.60mg","—","2mg","60mg","291mg","1.3mg","8mg","2.1mg","1.19mg","0.30μg","0.37mg","0.17mg","—","—","—","—","—"
"599","53","牛肝菌（黄皮牛肝菌，鲜)[黄皮疣柄牛肝菌、黄癞头]","","","97%","89.7g","167kJ","4.3g","0.1g","—","0.6g","5.3g","","Tr","0.0μg","0.00mg","0.03mg","0.57mg","3.20mg","—","2mg","49mg","224mg","1.6mg","8mg","1.4mg","1.07mg","0.40μg","0.35mg","0.28mg","—","—","—","—","—"
"600","53","乳牛肝菌(干)[粘盖牛肝菌、松树菌]","","","100%","10.5g","1099kJ","15.3g","2.8g","—","5.4g","66.0g","43.00g","357.0μg","0.0μg","—","0.86mg","1.72mg","67.66mg","—","12mg","391mg","1481mg","11.2mg","55mg","20.3mg","5.43mg","42.40μg","0.35mg","1.85mg","—","15.1%","39.2%","45.7%","100.0%"
"601","53","青头菌[变绿红菇、绿菇]","","","95%","93.3g","102kJ","2.7g","0.1g","—","0.8g","3.1g","","Tr","0.0μg","0.00mg","0.01mg","0.46mg","4.00mg","—","4mg","52mg","269mg","1.1mg","8mg","1.4mg","0.67mg","0.20μg","0.34mg","0.10mg","—","—","—","—","—"
"602","53","杏鲍菇","","","100%","89.6g","167kJ","1.3g","0.1g","—","0.7g","8.3g","","Tr","0.0μg","—","0.03mg","0.14mg","3.68mg","—","13mg","66mg","242mg","3.5mg","9mg","0.5mg","0.39mg","1.80μg","0.06mg","0.04mg","Tr","—","—","—","—"
"603","53","竹荪(干)[竹笙、竹参]","","","100%","13.9g","1442kJ","17.8g","3.1g","—","4.9g","60.3g","","Tr","0.0μg","—","0.03mg","1.75mg","9.10mg","—","18mg","289mg","11882mg","50.0mg","114mg","17.8mg","2.20mg","4.20μg","2.51mg","8.47mg","—","—","—","—","—"
"604","54","发菜(干)[仙菜]","","","100%","11.1g","1396kJ","20.2g","0.5g","","7.4g","60.8g","","","","—","0.15mg","0.54mg","0.90mg","6.0mg","1048mg","76mg","217mg","100.7mg","129mg","85.2mg","1.68mg","5.20μg","0.93mg","3.29mg","","—","—","—","—"
"605","54","海带[江白菜](鲜)","","","100%","94.4g","60kJ","1.2g","0.1g","","2.2g","2.1g","","","","—","0.02mg","0.15mg","1.30mg","","46mg","22mg","246mg","8.6mg","25mg","0.9mg","0.16mg","9.50μg","","0.07mg","","—","—","—","—"
"606","54","海带(干)[江白菜，昆布]","","","98%","70.5g","432kJ","1.8g","0.1g","","4.2g","23.4g","","240.0μg","","—","0.01mg","0.10mg","0.80mg","","348mg","52mg","761mg","327.4mg","129mg","4.7mg","0.65mg","5.80μg","0.14mg","1.14mg","","—","—","—","—"
"607","54","海带(浸)[江白菜，昆布]","","","100%","94.1g","73kJ","1.1g","0.1g","","1.7g","3.0g","","310.0μg","","—","0.02mg","0.10mg","0.90mg","","241mg","29mg","222mg","107.6mg","61mg","3.3mg","0.66mg","4.90μg","0.03mg","1.47mg","","—","—","—","—"
"608","54","海冻菜[石花菜，冻菜](干)","","","100%","15.6g","1335kJ","5.4g","0.1g","","6.0g","72.9g","","","","—","0.06mg","0.20mg","3.30mg","","167mg","209mg","141mg","380.8mg","15mg","2.0mg","1.94mg","15.20μg","0.12mg","0.04mg","","—","—","—","—"
"609","54","琼脂[紫菜胶洋粉]","","","100%","21.1g","1323kJ","1.1g","0.2g","","1.3g","76.3g","","","","—","","","","","100mg","7mg","11mg","3.3mg","70mg","7.0mg","6.25mg","2.10μg","0.30mg","1.40mg","","—","—","—","—"
"610","54","苔菜(干)[苔条，条浒苔]","","","100%","23.7g","785kJ","19.0g","0.4g","","30.6g","26.3g","","","","—","0.35mg","0.40mg","4.00mg","","185mg","302mg","410mg","4955.0mg","1257mg","283.7mg","3.56mg","5.60μg","1.11mg","","","52.7%","17.1%","17.7%","87.5%"
"611","54","紫菜(干)","","","100%","12.7g","1244kJ","26.7g","1.1g","","15.4g","44.1g","","1370.0μg","","—","0.27mg","1.02mg","7.30mg","2.0mg","264mg","350mg","1796mg","710.5mg","105mg","54.9mg","2.47mg","7.20μg","1.68mg","4.32mg","","—","—","—","—"
"612","54","裙带菜(干)[海芥菜、海木耳]","","","100%","9.2g","828kJ","25.0g","1.7g","—","22.6g","41.5g","40.60g","2230.0μg","0.0μg","0.00mg","0.02mg","0.07mg","Tr","—","947mg","305mg","335mg","4411.6mg","1022mg","16.4mg","2.62mg","15.90μg","0.12mg","0.95mg","15878.0μg","72.0%","18.4%","4.7%","95.2%"
"613","55","苹果(均值)","","","76%","85.9g","240kJ","0.2g","0.2g","","0.2g","13.5g","","20.0μg","","—","0.06mg","0.02mg","0.20mg","4.0mg","4mg","12mg","119mg","1.6mg","4mg","0.6mg","0.19mg","0.10μg","0.06mg","0.03mg","","—","—","—","—"
"614","55","苹果（国光苹果）","","","78%","85.9g","242kJ","0.3g","0.3g","","0.2g","13.3g","","60.0μg","","—","0.02mg","0.03mg","0.20mg","4.0mg","8mg","14mg","83mg","1.3mg","7mg","0.3mg","0.14mg","0.10μg","0.07mg","0.03mg","","—","—","—","—"
"615","55","苹果（红富士苹果)","","","85%","86.9g","226kJ","0.7g","0.4g","","0.3g","11.7g","","60.0μg","","—","0.01mg","","","2.0mg","3mg","11mg","115mg","0.7mg","5mg","0.7mg","","1.00μg","0.06mg","0.05mg","","—","—","—","—"
"616","55","红香蕉苹果","","","87%","86.9g","223kJ","0.4g","0.2g","","0.2g","12.3g","","100.0μg","","—","0.01mg","0.02mg","0.10mg","3.0mg","5mg","8mg","85mg","2.0mg","3mg","0.6mg","0.02mg","0.10μg","0.22mg","0.02mg","","—","—","—","—"
"617","55","红星苹果","","","85%","85.0g","254kJ","0.4g","0.1g","","0.2g","14.3g","","10.0μg","","—","","0.02mg","","1.0mg","2mg","4mg","","2.3mg","3mg","0.2mg","0.02mg","2.30μg","0.05mg","0.01mg","","—","—","—","—"
"618","55","红玉苹果","","","84%","84.7g","261kJ","0.2g","0.2g","","0.2g","14.7g","","10.0μg","","—","0.02mg","0.02mg","0.50mg","","","","","","","","","","","","","—","—","—","—"
"619","55","红元帅苹果","","","84%","84.9g","261kJ","0.2g","0.4g","","0.2g","14.3g","","40.0μg","","—","0.02mg","0.01mg","0.20mg","3.0mg","2mg","1mg","58mg","0.7mg","8mg","0.3mg","0.09mg","","0.04mg","","","—","—","—","—"
"620","55","苹果（黄香蕉苹果)","","","88%","85.6g","245kJ","0.3g","0.2g","","0.2g","13.7g","","20.0μg","","—","","0.03mg","0.30mg","4.0mg","10mg","7mg","84mg","0.8mg","5mg","0.3mg","0.02mg","","0.16mg","0.03mg","","—","—","—","—"
"621","55","苹果（黄元帅苹果)","","","80%","84.6g","264kJ","0.2g","0.3g","","0.2g","14.7g","","90.0μg","","—","0.02mg","0.02mg","0.10mg","4.0mg","5mg","5mg","184mg","0.6mg","3mg","0.3mg","0.03mg","0.00μg","0.13mg","0.02mg","","—","—","—","—"
"622","55","金元帅苹果","","","78%","86.2g","233kJ","0.2g","0.1g","","0.2g","13.3g","","90.0μg","","—","0.05mg","0.01mg","0.10mg","4.0mg","2mg","5mg","72mg","1.7mg","2mg","0.2mg","0.11mg","0.00μg","0.14mg","0.03mg","","—","—","—","—"
"623","55","青香蕉苹果","","","80%","86.3g","232kJ","0.3g","0.1g","","0.2g","13.1g","","20.0μg","","—","0.02mg","0.02mg","0.20mg","3.0mg","9mg","7mg","83mg","1.3mg","4mg","0.2mg","0.04mg","0.10μg","0.07mg","0.03mg","","—","—","—","—"
"624","55","秋里蒙苹果","","","85%","87.5g","213kJ","0.2g","0.2g","","0.2g","11.9g","","","","—","0.03mg","0.01mg","0.80mg","","","","","","","","","","","","","—","—","—","—"
"625","55","香玉苹果","","","69%","83.4g","279kJ","0.5g","0.1g","","0.3g","15.7g","","60.0μg","","—","0.03mg","0.02mg","","6.0mg","3mg","6mg","173mg","2.6mg","3mg","0.3mg","0.03mg","","0.01mg","0.02mg","","—","—","—","—"
"626","55","印度苹果","","","90%","84.0g","269kJ","0.6g","0.2g","","0.4g","14.8g","","20.0μg","","—","0.04mg","0.02mg","0.10mg","","","","","","","","","","","","","—","—","—","—"
"627","55","祝光苹果","","","86%","86.7g","223kJ","0.4g","0.1g","","0.3g","12.5g","","10.0μg","","—","0.05mg","0.01mg","","2.0mg","3mg","5mg","140mg","1.7mg","1mg","0.3mg","","","0.07mg","0.02mg","","—","—","—","—"
"628","55","倭锦苹果","","","86%","85.8g","242kJ","0.2g","0.2g","","0.2g","13.6g","","50.0μg","","—","","0.01mg","0.20mg","1.0mg","4mg","","70mg","0.6mg","","0.6mg","","0.00μg","","","","—","—","—","—"
"629","55","苹果(罐头)","","","100%","89.2g","186kJ","0.2g","0.2g","","0.1g","10.3g","","","","—","","","","","26mg","8mg","50mg","6.2mg","7mg","0.7mg","0.20mg","4.60μg","0.03mg","0.05mg","","—","—","—","—"
"630","55","梨(均值)","","","82%","85.8g","240kJ","0.4g","0.2g","","0.3g","13.3g","","33.0μg","","—","0.03mg","0.06mg","0.30mg","6.0mg","9mg","14mg","92mg","2.1mg","8mg","0.5mg","0.46mg","1.10μg","0.62mg","0.07mg","","—","—","—","—"
"631","55","长把梨","","","80%","83.1g","297kJ","0.8g","0.8g","","0.4g","14.9g","","","","—","0.02mg","0.07mg","0.10mg","3.0mg","9mg","18mg","50mg","3.2mg","7mg","0.6mg","0.13mg","0.00μg","0.11mg","0.08mg","","—","—","—","—"
"632","55","冬果梨","","","87%","86.2g","232kJ","0.4g","0.2g","","0.4g","12.8g","","20.0μg","","—","","0.03mg","0.20mg","6.0mg","","","","","","","","","","","","—","—","—","—"
"633","55","鹅黄梨","","","68%","88.6g","191kJ","0.3g","0.1g","","0.3g","10.7g","","","","—","0.03mg","0.02mg","","8.0mg","1mg","13mg","69mg","1.7mg","8mg","","","","0.10mg","0.05mg","","—","—","—","—"
"634","55","红肖梨","","","87%","89.1g","182kJ","0.2g","","","0.2g","10.5g","","10.0μg","","—","0.07mg","0.46mg","0.60mg","4.0mg","11mg","7mg","78mg","3.4mg","5mg","0.4mg","0.04mg","0.20μg","0.06mg","0.06mg","","—","—","—","—"
"635","55","锦丰梨","","","92%","85.5g","243kJ","0.2g","0.1g","","0.3g","13.9g","","20.0μg","","—","","","","6.0mg","","","","","","","","","","","","—","—","—","—"
"636","55","梨(京白梨)","","","79%","85.3g","255kJ","0.2g","0.5g","","0.3g","13.7g","","","","—","0.02mg","0.02mg","0.20mg","3.0mg","7mg","6mg","105mg","0.7mg","9mg","0.3mg","0.47mg","0.60μg","0.06mg","0.02mg","","—","—","—","—"
"637","55","梨(库尔勒梨)","","","91%","85.9g","233kJ","0.1g","0.1g","","0.5g","13.4g","","","","—","","","","","22mg","19mg","79mg","3.7mg","8mg","1.2mg","2.61mg","2.30μg","2.54mg","0.06mg","","—","—","—","—"
"638","55","梨(莱阳梨)","","","80%","84.8g","252kJ","0.3g","0.2g","","0.6g","14.1g","","","","—","0.03mg","0.02mg","0.30mg","3.0mg","10mg","8mg","82mg","1.8mg","8mg","0.4mg","0.02mg","0.00μg","0.08mg","0.04mg","","—","—","—","—"
"639","55","马蹄黄梨","","","74%","86.8g","221kJ","0.3g","0.1g","","0.3g","12.5g","","","","—","0.03mg","0.03mg","","10.0mg","2mg","14mg","80mg","3.3mg","7mg","0.1mg","0.05mg","","0.09mg","0.06mg","","—","—","—","—"
"640","55","明月梨","","","81%","85.9g","239kJ","0.3g","0.2g","","0.3g","13.3g","","","","—","0.02mg","0.03mg","","6.0mg","2mg","14mg","110mg","1.4mg","8mg","0.4mg","0.08mg","0.70μg","0.07mg","0.05mg","","—","—","—","—"
"641","55","木梨","","","80%","91.0g","150kJ","0.4g","0.1g","","0.3g","8.2g","","","","—","0.01mg","0.04mg","0.10mg","5.0mg","4mg","13mg","121mg","3.0mg","6mg","0.1mg","0.10mg","0.20μg","0.08mg","0.04mg","","—","—","—","—"
"642","55","梨(苹果梨)","","","94%","85.4g","243kJ","0.2g","0.1g","","0.4g","13.9g","","30.0μg","","—","","0.01mg","0.50mg","4.0mg","4mg","19mg","180mg","2.4mg","9mg","0.4mg","0.04mg","3.30μg","0.12mg","0.04mg","","—","—","—","—"
"643","55","软梨","","","68%","87.4g","213kJ","0.4g","0.2g","","0.3g","11.7g","","20.0μg","","—","","","","","25mg","19mg","105mg","1.0mg","12mg","0.9mg","1.21mg","8.40μg","4.69mg","0.32mg","","—","—","—","—"
"644","55","苏梅梨","","","88%","77.4g","376kJ","1.2g","0.2g","","0.7g","20.5g","","","","—","0.02mg","0.02mg","0.10mg","1.0mg","9mg","19mg","39mg","0.9mg","10mg","0.9mg","0.16mg","0.00μg","0.19mg","0.06mg","","—","—","—","—"
"645","55","苏木梨","","","88%","85.6g","244kJ","0.6g","0.3g","","0.4g","13.1g","","","","—","0.01mg","0.02mg","0.40mg","5.0mg","","","","","","","","","","","","—","—","—","—"
"646","55","酥梨","","","72%","88.0g","203kJ","0.3g","0.1g","","0.2g","11.4g","","","","—","0.03mg","0.02mg","","11.0mg","2mg","16mg","76mg","2.3mg","8mg","","","","0.10mg","0.06mg","","—","—","—","—"
"647","55","酸梨","","","85%","89.6g","172kJ","0.1g","0.1g","","0.4g","9.8g","","","","—","0.03mg","0.22mg","0.80mg","14.0mg","12mg","13mg","102mg","8.5mg","11mg","0.6mg","2.70mg","1.60μg","4.46mg","0.15mg","","—","—","—","—"
"648","55","梨(香梨)","","","89%","85.8g","240kJ","0.3g","0.1g","","0.2g","13.6g","","70.0μg","","—","","","0.10mg","","6mg","31mg","90mg","0.8mg","7mg","0.4mg","0.19mg","0.20μg","0.09mg","0.06mg","","—","—","—","—"
"649","55","梨(雪花梨)","","","86%","88.8g","187kJ","0.2g","0.1g","","0.3g","10.6g","","100.0μg","","—","0.01mg","0.01mg","0.30mg","4.0mg","5mg","6mg","85mg","0.6mg","10mg","0.3mg","0.06mg","0.20μg","0.08mg","0.03mg","","—","—","—","—"
"650","55","雪梨","","","93%","78.3g","362kJ","0.9g","0.1g","","0.5g","20.2g","","","","—","0.03mg","","0.10mg","1.0mg","12mg","11mg","45mg","1.4mg","13mg","0.8mg","0.25mg","0.00μg","0.12mg","0.08mg","","—","—","—","—"
"651","55","梨(鸭梨)","","","82%","88.3g","200kJ","0.2g","0.2g","","0.2g","11.1g","","10.0μg","","—","0.03mg","0.03mg","0.20mg","4.0mg","4mg","14mg","77mg","1.5mg","5mg","0.9mg","0.10mg","0.30μg","0.19mg","0.06mg","","—","—","—","—"
"652","55","梨(鳄梨)","","","100%","74.3g","726kJ","2.0g","15.3g","","1.0g","7.4g","","","","—","0.11mg","0.12mg","1.90mg","8.0mg","11mg","41mg","599mg","10.0mg","39mg","1.0mg","0.42mg","","0.26mg","0.23mg","","—","—","—","—"
"653","55","梨(糖水罐头)","","","100%","90.4g","165kJ","0.5g","0.2g","","0.1g","8.8g","","","","—","0.02mg","0.04mg","0.20mg","","2mg","3mg","15mg","2.1mg","3mg","0.3mg","0.19mg","","0.40mg","0.06mg","","—","—","—","—"
"654","55","红果[山里红，大山楂]","","","76%","73.0g","457kJ","0.5g","0.6g","","0.8g","25.1g","","100.0μg","","—","0.02mg","0.02mg","0.40mg","53.0mg","52mg","24mg","299mg","5.4mg","19mg","0.9mg","0.28mg","1.20μg","0.11mg","0.24mg","","—","—","—","—"
"655","55","红果(干)","","","100%","11.1g","1487kJ","4.3g","2.2g","","4.0g","78.4g","","60.0μg","","—","0.02mg","0.18mg","0.70mg","2.0mg","144mg","440mg","440mg","9.9mg","","0.4mg","0.61mg","2.70μg","0.41mg","0.57mg","","17.6%","24.1%","56.5%","98.2%"
"656","55","海棠果[楸子]","","","86%","79.9g","339kJ","0.3g","0.2g","","0.4g","19.2g","","710.0μg","","—","0.05mg","0.03mg","0.20mg","20.0mg","15mg","16mg","263mg","0.6mg","13mg","0.4mg","0.04mg","","0.11mg","0.11mg","","—","—","—","—"
"657","55","沙果","","","95%","81.3g","313kJ","0.4g","0.1g","","0.4g","17.8g","","","","—","0.03mg","","","3.0mg","5mg","14mg","123mg","2.1mg","9mg","1.0mg","0.20mg","0.50μg","0.08mg","0.08mg","","—","—","—","—"
"658","55","酸刺","","","16%","70.7g","492kJ","2.8g","0.3g","","0.7g","25.5g","","150.0μg","","—","0.02mg","0.04mg","0.20mg","74.0mg","105mg","39mg","259mg","8.3mg","24mg","11.7mg","1.10mg","4.50μg","8.51mg","0.47mg","","—","—","—","—"
"659","55","蛇果","","","84%","84.4g","248kJ","0.1g","0.2g","—","0.4g","14.9g","1.60g","16.0μg","0.0μg","0.00mg","0.01mg","Tr","0.04mg","2.0mg","5mg","21mg","14mg","3.1mg","6mg","0.1mg","0.08mg","Tr","0.02mg","0.01mg","Tr","—","—","—","—"
"660","56","桃(均值)","","","86%","86.4g","226kJ","0.9g","0.1g","","0.4g","12.2g","","20.0μg","","—","0.01mg","0.03mg","0.70mg","7.0mg","6mg","20mg","166mg","5.7mg","7mg","0.8mg","0.34mg","0.20μg","0.05mg","0.07mg","","—","—","—","—"
"661","56","桃（黄桃）","","","93%","85.2g","250kJ","0.5g","0.1g","","0.2g","14.0g","","90.0μg","","—","","0.01mg","0.30mg","9.0mg","","7mg","","","","","","0.80μg","","","","—","—","—","—"
"662","56","桃（久保桃）","","","94%","89.0g","184kJ","0.6g","0.1g","","0.3g","10.0g","","","","—","0.04mg","0.04mg","1.20mg","8.0mg","10mg","16mg","100mg","2.0mg","8mg","0.4mg","0.14mg","0.10μg","0.04mg","0.12mg","","—","—","—","—"
"663","56","蜜桃","","","88%","88.7g","189kJ","0.9g","0.2g","","0.4g","9.8g","","10.0μg","","—","0.02mg","0.03mg","1.00mg","4.0mg","10mg","21mg","169mg","2.9mg","9mg","0.5mg","0.06mg","0.20μg","0.08mg","0.11mg","","—","—","—","—"
"664","56","蒲桃","","","69%","88.7g","189kJ","0.5g","0.2g","","0.4g","10.2g","","","","—","","0.02mg","0.10mg","25.0mg","4mg","14mg","109mg","1.0mg","13mg","0.3mg","0.17mg","4.30μg","0.08mg","0.07mg","","—","—","—","—"
"665","56","桃(糖水罐头)","","","100%","84.9g","255kJ","0.3g","","","0.1g","14.7g","","","","—","","0.04mg","0.20mg","","16mg","6mg","16mg","28.0mg","3mg","0.4mg","0.53mg","","1.65mg","0.01mg","","—","—","—","—"
"666","56","李子","","","91%","90.0g","167kJ","0.7g","0.2g","","0.4g","8.7g","","150.0μg","","—","0.03mg","0.02mg","0.40mg","5.0mg","8mg","11mg","144mg","3.8mg","10mg","0.6mg","0.14mg","0.20μg","0.04mg","0.16mg","","—","—","—","—"
"667","56","李子杏","","","92%","89.9g","167kJ","1.0g","0.1g","","0.4g","8.6g","","80.0μg","","—","0.03mg","0.01mg","0.50mg","16.0mg","3mg","11mg","103mg","1.5mg","","0.2mg","0.23mg","0.10μg","","","","—","—","—","—"
"668","56","梅[青梅]","","","93%","91.1g","154kJ","0.9g","0.9g","","0.9g","6.2g","","","","—","","","","","11mg","36mg","","","","1.8mg","","","","","","—","—","—","—"
"669","56","杏","","","91%","89.4g","174kJ","0.9g","0.1g","","0.5g","9.1g","","450.0μg","","—","0.02mg","0.03mg","0.60mg","4.0mg","14mg","15mg","226mg","2.3mg","11mg","0.6mg","0.20mg","0.20μg","0.11mg","0.06mg","","—","—","—","—"
"670","56","杏(罐头)","","","100%","89.2g","182kJ","0.6g","0.2g","","0.3g","9.7g","","430.0μg","","—","","","","","6mg","8mg","26mg","22.3mg","4mg","2.1mg","0.35mg","4.10μg","0.04mg","0.03mg","","—","—","—","—"
"671","56","杏干","","","25%","8.8g","1475kJ","2.7g","0.4g","","4.9g","83.2g","","610.0μg","","—","","0.01mg","1.20mg","","147mg","89mg","783mg","40.4mg","55mg","0.3mg","3.80mg","3.30μg","7.67mg","0.24mg","","—","—","—","—"
